""	"feature"	"metadata"	"value"	"coef"	"stderr"	"pval"	"qval"	"base.model"	"tweedie.index"	"N"	"N.not.zero"	"percent.zero"
"1-stearoyl-2-oleoyl-GPE (18:0/18:1)"	"1-stearoyl-2-oleoyl-GPE (18:0/18:1)"	"Group"	"RYGB"	0.0232093225963856	0.435743470846023	0.958398228817106	0.985159784944634	"CPLM"	1.99	15	15	0
"spermidine"	"spermidine"	"Group"	"RYGB"	0.0164330181028875	0.345065629692412	0.962800210968344	0.985627430548934	"CPLM"	1.265	15	15	0
"1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*"	"1-stearoyl-2-linoleoyl-GPE (18:0/18:2)*"	"Group"	"RYGB"	-0.0117346709099763	0.266066799787801	0.96554673586882	0.985627430548934	"CPLM"	1.99	15	15	0
"sphingosine 1-phosphate"	"sphingosine 1-phosphate"	"Group"	"RYGB"	0.00910162925757225	0.202226291475983	0.964841902865463	0.985627430548934	"CPLM"	1.99	15	15	0
"2,6-dihydroxybenzoic acid"	"2,6-dihydroxybenzoic acid"	"Group"	"RYGB"	0.0181527458949332	0.364273889282246	0.961075570760862	0.985627430548934	"CPLM"	1.99	15	15	0
"allantoic acid"	"allantoic acid"	"Group"	"RYGB"	0.0131319045789688	0.311830942322642	0.96710180138073	0.986360105650649	"CPLM"	1.99	15	15	0
"2-aminoadipate"	"2-aminoadipate"	"Group"	"RYGB"	-0.00832759296840683	0.269679514740294	0.975873217278584	0.992909843286778	"CPLM"	1.99	15	15	0
"dodecadienoate (12:2)*"	"dodecadienoate (12:2)*"	"Group"	"RYGB"	0.00604024158260457	0.197069456917078	0.976052290769175	0.992909843286778	"CPLM"	1.99	15	15	0
"10-nonadecenoate (19:1n9)"	"10-nonadecenoate (19:1n9)"	"Group"	"RYGB"	-0.00665791040282528	0.229707426657119	0.977353573272647	0.993375762998428	"CPLM"	1.99	15	15	0
"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*"	"1-(1-enyl-palmitoyl)-2-linoleoyl-GPC (P-16:0/18:2)*"	"Group"	"RYGB"	-0.00481735407355718	0.201623903130152	0.981330854733146	0.996558402479006	"CPLM"	1.01	15	15	0
"argininosuccinate"	"argininosuccinate"	"Group"	"RYGB"	-0.0097116630477451	0.43077614387276	0.982384103291257	0.99676871117752	"CPLM"	1.99	15	15	0
"taurohyodeoxycholic acid"	"taurohyodeoxycholic acid"	"Group"	"RYGB"	-0.0162489370579937	0.759303211618691	0.983278452859512	0.996817570971174	"CPLM"	1.99	15	15	0
"mannonate*"	"mannonate*"	"Group"	"RYGB"	-0.00591081378110698	0.314363163828932	0.985307674160762	0.998015855684761	"CPLM"	1.343	15	15	0
"3-methylhistidine"	"3-methylhistidine"	"Group"	"RYGB"	0.00368065375145025	0.247559531218786	0.98838201996829	0.998043831028227	"CPLM"	1.99	15	15	0
"cystine"	"cystine"	"Group"	"RYGB"	-0.00610691862720307	0.423216412184156	0.988724236680764	0.998043831028227	"CPLM"	1.537	15	15	0
"2-aminoheptanoate"	"2-aminoheptanoate"	"Group"	"RYGB"	0.00280398203825817	0.162653861061988	0.986529299077686	0.998043831028227	"CPLM"	1.99	15	15	0
"p-cresol glucuronide*"	"p-cresol glucuronide*"	"Group"	"RYGB"	0.00240838828748958	0.228414909477808	0.991760592419875	0.998611624753662	"CPLM"	1.99	15	15	0
"stearidonate (18:4n3)"	"stearidonate (18:4n3)"	"Group"	"RYGB"	-0.00384766453712697	0.464382663560537	0.993525317666632	0.998611624753662	"CPLM"	1.99	15	15	0
"serine"	"serine"	"Group"	"RYGB"	-0.000249887636647036	0.166107619276069	0.998824405123417	0.99900003015444	"CPLM"	1.01	15	15	0
"caprate (10:0)"	"caprate (10:0)"	"Group"	"RYGB"	0.000808505868573859	0.16158818018779	0.996090022395626	0.99900003015444	"CPLM"	1.01	15	15	0
"N6-carbamoylthreonyladenosine"	"N6-carbamoylthreonyladenosine"	"Group"	"RYGB"	0.000514688857871428	0.19687501712315	0.997957056913043	0.99900003015444	"CPLM"	1.99	15	15	0
